question,choices,answer,subject,output
Bal’inni teessuma lafaa idilee aangoo abbaa murtii maali? ,"['Aangoon murtii akka idileetti naannoo ala ta’a ', 'Aangoon murtii akka idileetti galaana guddaa irratti argama ', 'Aangoon murtii akka idileetti kan naannoo ti ', 'Aangoon murtii bakka yakkamaan itti argamuun murtaa’a. ']",C,international_law,A) Aangoon murtii akka idileetti naannoo ala ta’a
Maddoonni idilee seera addunyaa kamfa’i? ,"['Aadaa, waliigaltee fi murtii abbaa seerummaa ', 'Aadaa, qajeeltoowwan waliigalaa seeraa fi yaadrimee ', 'Waliigalteewwan, aadaa fi qajeeltoowwan seeraa waliigalaa ', 'Waliigalteewwan, aadaa fi Murteewwan Yaa’ii Waliigalaa ']",C,international_law,B) waliigaltee fi murtii abbaa seerummaa
Kaayyoon bu’uuraalee seera galaanaa jalatti maali? ,"['Murteessuun bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyadu ', 'Murteessuun sarara bu’uuraa naannoowwan galaanaa hunda hundeessuuf meeshaa guddaa dha, sababiin isaas isaan bal’ina zoonii tokkoon tokkoon isaanii safaruuf ka’umsa waan ta’aniif ', 'Murteessuun sarara bu’uuraa dooniiwwan galaana guddaa irratti nageenyaan akka deeman meeshaa guddaadha ', 'Sararoonni bu’uuraa kan kaafaman haalawwan daangessuu galaanaa Biyya mormituu gidduutti mana murtii idil-addunyaa ykn Mana murtii duratti ']",B,international_law,"A) Murteessuun bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyadu 

Bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyaduun, bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyaduun yoo ta'u, bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyaduun yoo ta'u, bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyaduun yoo ta'u, bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyaduun yoo ta'u, bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyaduun yoo ta'u, bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyaduun yoo ta'u, bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyaduun yoo ta'u, bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyaduun yoo ta'u, bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyaduun yoo ta'u, bu’uurawwanii bishaan keessoo Biyyoota qarqara galaanaa jiranii safaruuf fayyaduun yoo ta'u, bu’uurawwanii bishaan keessoo Biyyoota qarqara galaana"
Garaagarummaan araaraa fi gidduu seenummaa maali? ,"['Araarri itti fufiinsa gidduu seenummaati garaagarummaa waliin araarri bu’aa dirqamaa kan uumu yoo ta’u, gidduu seenuun garuu hin argamsiisu ', 'Araarri bakka bu’oota Barreessaa Muummicha Dhaabbata Mootummoota Gamtoomanii qofaan kan gaggeeffamu yoo ta’u, gidduu seenuun qondaaltota Biyyoota sadaffaatiinis gaggeeffamuu danda’a ', 'Jiddu-galeessi yeroo baay’ee nama hayyama gareewwaniitiin muudameen kan gaggeeffamu yoo ta’u, araarri ammoo komishinii kan of keessaa qabu yoo ta’u, komishiniin falmii loogii malee qorachuutti kan ce’ee fi haalawwan furmaataa yaada kan dhiyeessudha ', 'Araarri mala falmii furuu waliigaltee qofaan hordofamu yoo ta’u, gidduu seenuun yeroof ta’uu danda’a ']",C,international_law,"A) Araarri itti fufiinsa gidduu seenummaati garaagarummaa waliin araarri bu’aa dirqamaa kan uumu yoo ta’u. Garaagarummaan araaraa fi gidduu seenummaa maaliif kan jedhu, araaraa fi gidduu seenummaa hunda keessatti garaagarummaa kan qabaatu yoo ta'u, kanneen akka aadaa, duudhaa, afaanii fi aadaa seeraa waliin walii galuun dirqama ta'uu isaa ni argama. 

B) Gidduu seenuun garuu hin argamsiisu. Gidduu seenaaf kan hafe yoo ta'u, garaagarummaan araaraa fi gidduu seenummaa hunda keessatti garaagarummaa kan qabaatu yoo ta'u, kanneen akka aadaa, duudhaa, afaanii fi aadaa seeraa waliin walii galuun dirqama ta'uu isaa ni argama. 

C) Araarri bakka bu’oota Barreessaa Muummicha Dhaabbata Mootummoota Gamtoomanii qofaan kan gaggeeffamu yoo ta’u. Araaraa fi gidduu seenummaa hunda keessatti garaagarummaa kan qabaatu yoo ta'u, kanneen akka aadaa, duudhaa, afaanii fi aadaa seeraa waliin walii galuun dirqama ta'uu isaa ni argama. 

D) Gidduu seenuun qondaaltota Biyyoota sadaffaatiinis gaggeeffamuu danda’a. Gidduu seenaaf kan hafe yoo ta'u, garaagarummaan araaraa fi gidduu seenummaa hunda keessatti garaagarummaa kan qabaatu yoo ta'u, kanneen akka aadaa, duudhaa, afaanii fi aadaa seeraa waliin walii galu"
"Osman v UK (1998) keessatti Manni Murtii Awurooppaa qormaata kaa’eera, kunis dirqama waliigalaa pozaatiivii mootummaa tokko irratti hojiirra oolchuuf kan ooludha. Himoota armaan gadii keessaa kamtu qaama qormaata Usmaan hin taane? ","['Balaan bakka bu’aa mootummaa irraa maddu qaba ', 'Yoo balaan dhugaa fi dhiyoo ta’e (du’a/miidhaa) . ', 'Mootummaan tokko du’a/miidhaan akka hin uumamneef tarkaanfii madaalawaa fudhachuu qaba ', 'Mootummaan tokko ni beeka ykn beekuu qaba ture ']",A,international_law,C) Mootummaan tokko du’a/miidhaan akka hin uumamneef tarkaanfii madaalawaa fudhachuu qaba
Yaada gorsaa ICJ gaafachuuf eenyutu mirga qaba? ,"['Yaada gorsaa gaafachuu kan danda’an qaamolee ijoo UN qofa (Mana Maree Nageenyaa, Yaa’ii Waliigalaa, ECOSOC, Mana Maree Amaanaa, Barreessaa) . ', 'Dhaabbileen idil-addunyaa hundi yaada gorsaa gaafachuu ni danda’u ', ""Yaa'iin Waliigalaa fi Manni Maree Nageenyaa gaaffii seeraa kamiyyuu irratti yaada gorsaa gaafachuu ni danda'u, akkasumas 'qaamonni Dhaabbata Mootummoota Gamtoomanii biroo fi dhaabbileen addaa, yeroo kamiyyuu Yaa'ii Waliigalaatiin akkasitti hayyamamuu danda'anis yaada gorsaa gaafachuu ni danda'u Manni murtii gaaffilee seeraa daangaa hojii isaanii keessatti ka'an irratti'. "", 'Qaamoleen ijoo UN yaada gorsaa gaafachuu ni danda’u akkasumas Mootummaa Yaa’ii Waliigalaatiin hayyamame  ']",C,international_law,A) Yaada gorsaa gaafachuu kan danda’an qaamolee ijoo UN qofa (Mana Maree Nageenyaa
Kaayyoon aangoo murtii waliigalaa maali? ,"['Kaayyoon isaas yakkoota murtaa’an akka waliigalaatti hundeessuudha ', 'Kaayyoon isaas yakkoota idil-addunyaa murtaa’an akka hin raawwatamne duubatti deebisuudha ', 'Kaayyoon isaas yakkoota addaa ilaalchisee Biyyoota hundaaf aangoo murtii kennuudha ', 'Kaayyoon isaas yakka idil-addunyaa hunda ilaalchisee Biyyoota hundaaf aangoo murtii kennuudha ']",C,international_law,C) Kaayyoon isaas yakkoota addaa ilaalchisee Biyyoota hundaaf aangoo murtii kennuudha
Gochoonni qaamolee Mootummaa hundi seera jalatti Mootummaaf kan walqabatan itti gaafatamummaa idil-addunyaa ni qabaa? ,"['Gochi qaama Mootummaa kamiyyuu gocha Biyya sanaa ta’ee fudhatama, gochi kun hayyama kan hin qabne yookiin aangoo seeraa ofiitiin ala socho’uu yoo ta’ellee ', 'Gocha sadarkaa olaanoo mootummaa Naannoo qofatu isa waliin kan walqabatu ta’a ', 'Gochi qaamolee Mootummaa kamiyyuu gocha Mootummaa sanaa ta’ee kan ilaalamu yoo ta’u, aangoo keessaa yoo ta’e malee ', 'Gocha Biyya sanaa ta’ee kan ilaalamu gocha qaama raawwachiiftuu Naannichaa qofa. ']",A,international_law,D) Gochi qaamolee Mootummaa kamiyyuu gocha Mootummaa sanaa ta’ee kan ilaalamu yoo ta’u
Akka waliigaltee Seera Waliigaltee Viyeenaa (VCLT)tti 'waliigalteen' maali? ,"['Waliigalteewwan waliigalteewwan hunda Mootummoota, dhaabbilee idil-addunyaa fi dhaabbilee Mootummaa hin taane (fkn. korporeeshiniiwwan) gidduutti raawwatamanidha. ', 'Waliigalteewwan waliigalteewwan Biyyoota gidduutti bifa barreeffamaan kan xumuramanii fi seera idil-addunyaatiin kan bulfaman dha ', 'Waliigalteewwan waliigaltee barreeffamaa fi afaaniin lachuun Biyyoota gidduutti taasifamuudha ', 'Waliigalteewwan waliigalteewwan Biyyoota gidduutti bifa barreeffamaan raawwatamanii fi seera idil-addunyaa ykn biyya keessaatiin kan bulfamanidha ']",B,international_law,"A) Waliigalteewwan waliigalteewwan hunda Mootummoota
B) dhaabbilee idil-addunyaa fi dhaabbilee Mootummaa hin taane (fkn. korporeeshiniiwwan) gidduutti raawwatamanidha.
C) Waliigalteewwan waliigalteewwan Biyyoota gidduutti bifa barreeffamaan kan xumuramanii fi seera idil-addunyaatiin kan bulfaman dha
D) Waliigalteewwan waliigaltee barreeffamaa fi afaaniin lachuun Biyyoota gidduutti taasifamuudha

'Waliigalteen' Seera Waliigaltee Viyeenaa (VCLT)tti jechuun, waliigalteewwan waliigalteewwan hunda Mootummoota, dhaabbilee idil-addunyaa fi dhaabbilee Mootummaa hin taane (fkn. korporeeshiniiwwan) gidduutti raawwatamanii, waliigalteewwan waliigalteewwan Biyyoota gidduutti bifa barreeffamaan kan xumuramanii fi seera idil-addunyaatiin kan bulfaman, waliigalteewwan waliigaltee barreeffamaa fi afaaniin lachuun Biyyoota gidduutti taasifamuudha jechuudha."
Dhimma Al-Adsanii irratti Mana Murtii Mirgoota Namoomaa Awurooppaa duratti bu'aan maal ture? ,"['Manni Murtichaa mirgi murtii haqa qabeessa argachuuf mirga bilisa taʼuu akka caalu murteesse ', 'Manni Murtichaa himatamuu dhabuun  mirga murtii haqa qabeessa argachuu kan buusuudha jedhe', 'Manni Murtichaa himatamuu dhabuun mirga murtii haqa qabeessa ta’e argachuu wajjin kan wal hin dhabne ta’uu isaa murteesseera ', 'Manni Murtichaa, ilaalchi mirga namoomaa seera seera idil-addunyaa faallaa ta’e kan biroo hunda caalaa, bilisa ta’uu irra caalaan dabalatee, akka ol’aantummaa qabu murteesse ']",C,international_law,mirga murtii haqa qabeessa argachuu wajjin kan wal hin dhabne ta’uu isaa murteesseera
Ulaagaaleen biroo Komishiniin Baadinter rippabilikoota Yugoslavia duraanii irratti kaa’ee kan ture maali? ,"['Komishinichi falmii ICJf dhiyeessuuf kutannoo barbaada ture ', 'Komishinichi jijjiirama daangaa barbaada ture ', 'Komishinichi mirga namoomaa fi dimokiraasii irratti kutannoo barbaada ture ', 'Komishinichi waljijjiirraa uummata sabaa fi sablammootaa barbaada ture ']",C,international_law,C) Komishinichi mirga namoomaa fi dimokiraasii irratti kutannoo barbaada ture
Waliigalteewwan akkamitti hiikamuu qabu? ,"['Waliigalteewwan akkaataa hiika idilee jechoota waliigaltichaaf kennamuu qabuun amanamummaa gaariin hiikamuu qabu haala isaanii keessattis ta’e ifa kaayyoo fi kaayyoo isaa keessatti ', 'Waliigalteewwan akkaataa hiika idilee jechoota isaaniitiin qofa hiikamuu qabu ', 'Waliigalteewwan akkaataa akeeka gareewwan falmiitiin hiikamuu qabu, kunis hojiiwwan qophii waliigaltichaa keessatti ragaadha ', 'Waliigalteewwan kan hiikaman kaayyoo fi kaayyoo isaa qofa irratti hundaa’uun ']",A,international_law,A) Waliigalteewwan akkaataa hiika idilee jechoota waliigaltichaaf kennamuu qabuun amanamummaa gaariin hiikamuu qabu haala isaanii keessattis ta’e ifa kaayyoo fi kaayyoo isaa keessatti
Mootummoonni Qarqara Galaanaajiran dooniiwwan biyya alaa buufata doonii isaanii keessatti argaman irratti aangoo yakkaa isaanii yeroo hojiirra oolchan? ,"['Biyyoonni Buufata Doonii akka waliigalaatti yakkoota seera aadaa isaanii hin cabsine ykn nagaa fi sirna hawaasaa hin jeeqne irratti aangoo yakkaa isaanii hin kabachiisan. ', 'Biyyoonni Buufata Doonii dhimmoota dooniiwwan yakka raawwatan hunda irratti aangoo isaanii ni hojiirra oolchu ', 'Biyyoonni Buufata Doonii aangoo murtii isaanii kan raawwachiisan yakka baay’ee ciccimoo kan akka daldala qoricha sammuu namaa hadoochu ilaalchisee qofa ', 'Biyyoonni Buufata Doonii doonii biyya alaa kamiyyuu irratti aangoo isaanii hojiirra oolchuuf mirga hin qaban ']",A,international_law,"E) Biyyoonni Buufata Doonii dooniiwwan biyya alaa buufata doonii isaanii keessatti argaman irratti aangoo yakkaa isaanii yeroo hojiirra oolchan, kanneen akka seera aadaa, sirna hawaasaa, dhimmoota dooniiwwan yakka raawwatan, murtii isaanii raawwachiisan, daldala qoricha sammuu namaa, fi doonii biyya alaa kamiyyuu irratti aangoo isaanii hojiirra oolchuuf mirga hin qaban jiran."
Murtiiwwan Yaa’ii Waliigalaa Dhaabbata UN akka ‘madda’ seera idil-addunyaatti gatii isaa maali? ,"['Murtoon GA akka madda seera idil-addunyaa dabalataatti kan ilaalamu yoo ta’u,  kanaanis mootummoota irratti dirqama ta’a ', 'Murtoon GA waliigalteewwan waliin walqixa ', 'Murtoon GA yeroo hunda seera aadaa calaqqisiisa ', 'Murtoon GA akka madda meeshaatti kan ilaalamu yoo ta’u, ibsa seera aadaa ibsuu danda’a jechuudha ']",D,international_law,A) Murtoon GA akka madda seera idil-addunyaa dabalataatti kan ilaalamu yoo ta’u
"Waliigalteewwan Biyyoota sadaffaa ni hidhuu, jechuunis gareewwan Mootummaa hin taane? ","[""Waliigalteewwan mirga Biyyoota sadaffaaf qofa uumuu danda’u ta'a "", 'Waliigalteewwan Biyyoota sadaffaaf dirqamaa fi mirga lamaanuu uumu ', 'Waliigalteewwan hayyama isaanii malee Biyyoota sadaffaaf dirqama ykn mirga hin uumu ', 'Waliigalteewwan Biyyoota sadaffaaf dirqama ykn mirga tokkollee hin uumu, yeroo warri lammaffaan hayyama kennanillee. ']",C,international_law,A) Waliigalteewwan mirga Biyyoota sadaffaaf qofa uumuu danda’u ta'a
Keewwata armaan gadii keessaa kamtu mirga ulaagaa guutuu hin taane? ,"['Keewwata 3 ', 'Keewwata 8 ', 'Keewwata 9 ', 'Keewwata 11 ']",A,international_law,D) Keewwata 11
Hariiroon maddoota idilee seera idil-addunyaa gidduu jiru maali?,"['Maddoota seera idil-addunyaa idilee keessatti sadarkaa sadarkaan hin jiru', 'Waliigalteewwan aadaa bakka bu’u', 'Aadaan waliigalteewwan bakka bu’a', 'Dudhaalee Waliigalaa Seeraa aadaa fi waliigaltee lamaan bakka bu’u']",A,international_law,D) Dudhaalee Waliigalaa Seeraa aadaa fi waliigaltee lamaan bakka bu’u
Bu'aan addaa Murtoon UNSC 678 tarkaanfii ittisa waloo Chaartara UN keewwata 51 jalatti yeroo Waraana Galoo Galaanaa irratti maal ture?,"['Murtoon 678 michoonni Iraaq meeshaa niwukilaraa fi keemikaalaan akka haleelan eeyyameera', 'Murtoon 678 mirga uumamaan of ittisuu Chaartara UN keewwata 51 jalatti argamu hanga eegame caalaa dhiphaadha', 'Murteen 678 fudhachuu fi mari’achuuf saffisaa ture.', 'Murteen 678 dhimma nagaa fi nageenya naannoo Galoo Galaanaa balaadhaaf saaxilu kamiyyuu ilaalchisee humna fayyadamuu waan hayyameef bal’aa dha.']",D,international_law,A) Murtoon 678 michoonni Iraaq meeshaa niwukilaraa fi keemikaalaan akka haleelan eeyyameera
Seerri aadaa tumaalee waliigaltee wajjin akkamitti walitti dhufeenya qabaachuu danda’a?,"['Waliigalteewwan seera aadaa qofa qopheessuu ni danda’u', 'Seerri aadaa madda idil-addunyaa adda ta’ee fi waliigalteewwan keessatti hammatamuu hin danda’u', ""Waliigalteewwan 1) seera aadaa deeggaruu danda'u, 2) seera aadaa akka 'jabaatu' gochuu, 3) seera aadaa akka uumamu taasisuu danda'uu"", ""Seerri aadaa waliigalteewwan biyyoota baay'ee xiqqoo irraa qofa bahuu danda’a""]",C,international_law,danda'u E) 3) seera aadaa akka 'garaagarummaa' gochuu danda'u.
Mootummaan tokko abbaa biyyummaa qabaachuun maal jechuudha?,"['Abbaa biyyummaa jechuun Biyyoota kaan hundaan beekamtii argachuu jechuudha', 'Abbaa biyyummaa jechuun waliigaltee seenuun UNtti makamuu danda’uu jechuudha', 'Abbaa biyyummaa jechuun dhimma ofii osoo alaa gidduu hin seenin bilisaan murteessuu jechuudha', 'Abbaa biyyummaa jechuun mirga ofirraa ittisuu qabaachuu jechuudha']",C,international_law,"E) Hundaan jiran. Abbaa biyyummaa jechuun biyya isaa irratti walabummaa fi bilisummaa qabaachuu, biyyoota biraa irratti walabummaa fi bilisummaa qabaachuu, dhimma ofii osoo alaa gidduu hin seenin bilisaan murteessuu, mirga ofirraa ittisuu qabaachuu, waliigaltee seenuun UNtti makamuu danda’uu, fi biyyoota kaan hundaan beekamtii argachuu jechuudha."
Hiikni beekamtii hojii maali?,"[""Beekkamtiin faallaa aangoo kan ta'e hojii dha"", 'Beekkamtiin kennamu Biyyoota lama gidduutti wal-fakkaataa dha', ""Beekkamtiin kan kennamu mootummaa ta’uu dhaabbatichaa labsameetti osoo hin taane gochoota bulchiinsaa adda addaa murtaa'an qofaaf"", 'Beekkamtiin kan kennamu bulchinsa qofaaf malee Mootummaaf miti']",C,international_law,C) Beekkamtiin kan kennamu mootummaa ta’uu dhaabbatichaa labsameetti osoo hin taane gochoota bulchiinsaa adda addaa murtaa'an qofaaf
Hiikni doktiriinii 'gocha Mootummaa' ​​maali?,"['Doktiriiniin gocha Mootummaa gochoonni Mootummaa hundinuu eegumsa akka hawwatan kan agarsiisu', 'Doktiriiniin gocha Mootummaa madaalliin yakka Mootummaan tokko raawwate jedhame jiraachuu isaa kan mana murtii osoo hin taane kan qaama raawwachiiftuu ta’uu agarsiisa', 'Doktiriiniin gocha Mootummaa manneen murtii yakka Mootummaan dalage jedhame jiraachuu isaa tilmaamuuf haala gaarii irra akka jiran agarsiisa', 'Doktiriiniin raawwii Mootummaa mala seeraa manneen murtii gocha ummataa Biyyoota alaa ittigaafatamummaa irraa bilisa ta’uu akka kennan kan taasisu dha']",B,international_law,D) Doktiriiniin raawwii Mootummaa mala seeraa manneen murtii gocha ummataa Biyyoota alaa ittigaafatamummaa irraa bilisa ta’uu akka kennan kan taasisu dha
Caasaan hawaasa addunyaa akkamitti mul’achuu danda’a?,"['Caasaan hawaasa idil-addunyaa akkayyaa irraa jalaa sirna seeraa biyya keessaa hordofa', 'Hawaasni idil-addunyaa urjii Biyyoota abbaa biyyummaa qabaniifi dhaabbilee idil-addunyaa biroo kan of keessaa qabu yoo ta’u, isaanis tartiiba aangoo dalgee baay’ee wal-qixa ta’een faffaca’aniiru', 'Hawaasni idil-addunyaa hedduu seer-maleessa waan ta’eef tartiibni aangoo, irraa jalaa yookaan bitaa mirgaa hin jiru', 'Caasaan hawaasa addunyaa caasaa saboota humna guddaa qaban addunyaa kanaa fakkaata']",B,international_law,"dalgee baay'ee wal qixa ta'een faffaca'aniiru. 

Caasaan hawaasa addunyaa akkamitti mul’achuu danda’a jedhamu kun, hawaasni idil-addunyaa urjii biyyoota abbaa biyyummaa qabaniifi dhaabbilee idil-addunyaa biroo kan of keessaa qabu yoo ta’u, tartiiba aangoo dalgee baay’ee wal-qixa ta’een faffaca’aniiru. 

Seer-maleessa waan ta’eef, hawaasni idil-addunyaa hedduu seer-maleessa waan ta’eef tartiibni aangoo dalgee baay'ee wal qixa ta'een faffaca'aniiru. 

Caasaan hawaasa idil-addunyaa akkayyaa irraa jalaa sirna seeraa biyya keessaa hordofa, hawaasni idil-addunyaa urjii biyyoota abbaa biyyummaa qabaniifi dhaabbilee idil-addunyaa biroo kan of keessaa qabu yoo ta’u, tartiiba aangoo dalgee baay’ee wal-qixa ta’een faffaca’aniiru. 

Hawaasni idil-addunyaa hedduu seer-maleessa waan ta’eef tartiibni aangoo dalgee baay'ee wal qixa ta'een faffaca'aniiru. 

Caasaan hawaasa idil-addunyaa akkayyaa irraa jalaa sirna seeraa biyya keessaa hordofa, hawaasni idil-addunyaa urjii biyyoota abbaa biyyummaa qabaniifi dhaabbilee idil-addunyaa biroo kan of keessaa qabu yoo ta’u, tartiiba aangoo dalgee baay’ee wal-qixa ta’een faffaca’aniiru. 

Hawaasni idil-addunyaa hedduu seer"
Seera Ingilizii jalatti yakkoonni aadaa akka hammataman daangaaleen jiruu?,"['Yakkoota aadaa hammachuudhaaf daangaaleen hoomtinuu hin jiran', ""Yakkoonni aadaa ofumaan hammatamuuf waliigaltee biyyoota baay'ee keessatti qabamuu qabu"", 'Manneen murtii yakka aadaa bilisaan damee biyya keessaa keessatti hammachuu ni danda’u', 'Haalli jiru ifa miti garuu gochi paarlaamaa barbaachisuun isaa hin oolu']",D,international_law,B) Yakkoonni aadaa ofumaan hammatamuuf waliigaltee biyyoota baay'ee keessatti qabamuu qabu
Hojiin zoonii walitti fufee jiru maali?,"['Zooniin walitti fufee jiru akka naannoo nageenyaa Mootummaa qarqara galaanaatti hojjeta', 'Zooniin walitti fufee jiru zoonii yoo ta’u, Mootummaan qarqara galaanaa qabeenya albuudaa isaa qorachuu fi itti fayyadamuu danda’a', 'Zooniin walitti fufee jiru naannoo Mootummaan qarqara galaanaa seera gumurukaa, faayinaansii, immigireeshinii ykn qulqullinaa cabsuu ittisuu fi adabuuf hayyamameef', 'Zooniin walitti fufee jiru naannoo Mootummaan qarqara galaanaa meeshaalee arkiyooloojii fi seenaa isaa itti eegudha']",C,international_law,B) Zooniin walitti fufee jiru zoonii yoo ta’u
Fakkeenyota armaan gadii keessaa kamtu Mana Murtii Mirgoota Namoomaa Awurooppaatiin akka haala mootummaan dirqama gaarii eeguu qabuutti hin qophoofne?,"['Yeroo iyyataan to’annoo mootummaa jala jiru', 'Bakka mootummaan himannaa mirga abbummaa isa irratti dhiyaate qorachuu qabu', 'Bu’uura seeraa kanneen mootummaa keessa jiran eeguuf qophaa’uu', 'Bulchiinsa kana keessatti namoota mana hin qabne hundaaf mana jireenyaa kennuu']",D,international_law,C) Bu’uura seeraa kanneen mootummaa keessa jiran eeguuf qophaa’uu
Hiika doktiriinii ‘mudana galateeffannaa’ jedhu akka Mana Murtii Mirgoota Namoomaa Awurooppaa hojiirra oolcheetti jalqaba kan ibse dhimma kam?,"['Guudwiin v UK (2002) .', 'Airey v Ayerlaandi (1979) .', 'Usmaan v UK ( 1998) .', 'Handyside v UK (1976)']",D,international_law,B) Airey v Ayerlaandi (1979)
