question,answer,prompt,gpt_4
"Janeth adefi 2 000 $ mpe alaki kozongisa yango na kobakisa 10 % na mbongo. Soki asengeli kofuta 165 $ na sanza, mbongo boni ekotikala na Janeth wana ?",220,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJaneth adefi 2 000 $ mpe alaki kozongisa yango na kobakisa 10 % na mbongo. Soki asengeli kofuta 165 $ na sanza, mbongo boni ekotikala na Janeth wana ?\n'}]",1815
"Ezali na ba rose 4 na kati ya nzungu PE ba dahlias 7 yakoleka ba rose, ba fololo boni eza Na kati ya   nzungu?",15,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nEzali na ba rose 4 na kati ya nzungu PE ba dahlias 7 yakoleka ba rose, ba fololo boni eza Na kati ya   nzungu?\n'}]",11
"Mbula ya Adrian ezali mbala misato likolo na oyo ya Harriet, mpo na ye azali na ndambo ya mbula ya Zack. Sala calcul ya mbula ya kati kati ya bango misato bakozala na yango na nsima ya mbula misato, soki Harriet azali sikoyo na mbala 21.",45,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMbula ya Adrian ezali mbala misato likolo na oyo ya Harriet, mpo na ye azali na ndambo ya mbula ya Zack. Sala calcul ya mbula ya kati kati ya bango misato bakozala na yango na nsima ya mbula misato, soki Harriet azali sikoyo na mbala 21.\n'}]",28
"Boyekoli minei bakotisi na nyoso 251 point na lisano moko ya lingomba. Naomi akotisi 68. Yuri akotisi 10 point koleka ndambo ya oyo ya Naomi, mpe Brianna 17 koleka ya Naomi. Motuya boni ya point Jojo akotisi ?",54,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBoyekoli minei bakotisi na nyoso 251 point na lisano moko ya lingomba. Naomi akotisi 68. Yuri akotisi 10 point koleka ndambo ya oyo ya Naomi, mpe Brianna 17 koleka ya Naomi. Motuya boni ya point Jojo akotisi ?\n'}]",96
"Esengeli na Carmen minute 10 mpo ya kosilisa grille moko ya maloba ya croisé mpe minute 5 mpo na grille ya sudoku. Na ntango ya poso, asali grille 3 ya maloba ya croisé mpe grille 8 ya sudoku. Ngonga boni alekisi na kosakana na masano oyo ?",70,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nEsengeli na Carmen minute 10 mpo ya kosilisa grille moko ya maloba ya croisé mpe minute 5 mpo na grille ya sudoku. Na ntango ya poso, asali grille 3 ya maloba ya croisé mpe grille 8 ya sudoku. Ngonga boni alekisi na kosakana na masano oyo ?\n'}]",65
Reservoir moko ya mai ezali na 120 litele ya mai. Céline asaleli 90 litele mpo ya konyakela elanga ya moke ya ndunda. Na nsima azwi mai ya mbula oyo ezali mbala mibale malamu koleka oyo etikali. Motuya boni ya litele ya mai ezali sikoyo na citerne ?,90,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nReservoir moko ya mai ezali na 120 litele ya mai. Céline asaleli 90 litele mpo ya konyakela elanga ya moke ya ndunda. Na nsima azwi mai ya mbula oyo ezali mbala mibale malamu koleka oyo etikali. Motuya boni ya litele ya mai ezali sikoyo na citerne ?\n'}]",150
Andy aloni geranium 90 mpe petunias 40 na nse ya geranium. Motuya boni ya fulele alonaki na nyoso?,140,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAndy aloni geranium 90 mpe petunias 40 na nse ya geranium. Motuya boni ya fulele alonaki na nyoso?\n'}]",130
Kompani moko ebebisi 15 000 dollar na publicite kobanda na mbala mosusu. Motuya ya mbongo nyoso boni kompani abebisi na publicite na kati ya ba mbala mibale ?,20000,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKompani moko ebebisi 15 000 dollar na publicite kobanda na mbala mosusu. Motuya ya mbongo nyoso boni kompani abebisi na publicite na kati ya ba mbala mibale ?\n'}]",30000
"Carlos na Benji bazali na libongo. Carlos afuteli cano na 30 dollars na ngonga mpe Benji afuteli masuwa banane na 18 dollars na ngonga. Soki Carlos atamboli mpo na ngonga 3 mpe Benji asaleli mpo na ngonga 5, motuya boni ekomata ya mbongo ya nyoso mpo na kofutela na bango ?",180,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nCarlos na Benji bazali na libongo. Carlos afuteli cano na 30 dollars na ngonga mpe Benji afuteli masuwa banane na 18 dollars na ngonga. Soki Carlos atamboli mpo na ngonga 3 mpe Benji asaleli mpo na ngonga 5, motuya boni ekomata ya mbongo ya nyoso mpo na kofutela na bango ?\n'}]","Carlos: \(30 \times 3 = 90\) dollars

Benji: \(18 \times 5 = 90\) dollars

Total: \(90 + 90 = 180\) dollars"
André amilengeli mpo na mobembo na motuka kobanda New Jersey kino Rochester. Esengeli na mikolo 6 mpo na mobembo na bus mpe ndambo ya ngonga wana mpo na mobembo na motuka. Mikolo boni ya mobembo esengeli na ye mpo amilengele kokenda na Rochester na bus mpe kozonga na motuka ?,9,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAndré amilengeli mpo na mobembo na motuka kobanda New Jersey kino Rochester. Esengeli na mikolo 6 mpo na mobembo na bus mpe ndambo ya ngonga wana mpo na mobembo na motuka. Mikolo boni ya mobembo esengeli na ye mpo amilengele kokenda na Rochester na bus mpe kozonga na motuka ?\n'}]",12
"James azotanga ba carte na ye ya Pokémon. Azali na 30 na lolenge ya moto, 20 na lolenge ya matiti mpe 40 ya lolenge ya mai. Soki abungisi ba carte 8 ya lolenge ya mai mpe kosomba 14 na lolenge ya matiti, pourcentage ya chance boni (kokokisa na motuya oyo ezali pembeni) na carte baponi na hasard ezali na lolenge ya mai ?",33,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJames azotanga ba carte na ye ya Pokémon. Azali na 30 na lolenge ya moto, 20 na lolenge ya matiti mpe 40 ya lolenge ya mai. Soki abungisi ba carte 8 ya lolenge ya mai mpe kosomba 14 na lolenge ya matiti, pourcentage ya chance boni (kokokisa na motuya oyo ezali pembeni) na carte baponi na hasard ezali na lolenge ya mai ?\n'}]",32
"Mpo na kolia na ye ya ntango, Chad abengi burrito ya kosangisa. Burrito ya moke ezali na ntalo ya 6,50 $. Abakisi supplement ya 2 $ ya misuni, 1,00 $ ya fromage, 1,00 $ ya avocat mpe sauce 2 na 0,25 $ na sauce. Aponi boponi ya premium na 3,00 $ ya koleka, ndenge elingisi ye ya kobakisa frite na masanga moko. Azali na carte ya cadeau (libonza) ya 5,00 $ ya kosalela na caisse. Motuya boni etikali mpo na ye afuta ?",9,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMpo na kolia na ye ya ntango, Chad abengi burrito ya kosangisa. Burrito ya moke ezali na ntalo ya 6,50 $. Abakisi supplement ya 2 $ ya misuni, 1,00 $ ya fromage, 1,00 $ ya avocat mpe sauce 2 na 0,25 $ na sauce. Aponi boponi ya premium na 3,00 $ ya koleka, ndenge elingisi ye ya kobakisa frite na masanga moko. Azali na carte ya cadeau (libonza) ya 5,00 $ ya kosalela na caisse. Motuya boni etikali mpo na ye afuta ?\n'}]",15.00
Kalinda akomeka kosala puzzle ya 360 ya biteni na mama na ye. Akoki kotiya biteni 4 na minute. Mama na ye akotiya mbala mibale ya kolongola na minute. Ngonga boni esengeli na bango mpo ya kosilisa puzzle oyo ?,1,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKalinda akomeka kosala puzzle ya 360 ya biteni na mama na ye. Akoki kotiya biteni 4 na minute. Mama na ye akotiya mbala mibale ya kolongola na minute. Ngonga boni esengeli na bango mpo ya kosilisa puzzle oyo ?\n'}]",90
"Elanga ya pastèque eboti 120 bana ya pastèque. Ashley akeyi na elanga na nsima ya sanza mibale mpe amoni ete 30 % ya pastèque ekembi mpo na kolokota mpe alokoti mpo ya komeme epai na ye. Na kozonga na ye, na nsima ya poso mibale, 3/4 ya pastèque oyo etikalaki ekembi, alokoti yango. Motuya boni ya pastèque oyo ekembi te mpo na kolokota na nsima ya poso mibale ?",21,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nElanga ya pastèque eboti 120 bana ya pastèque. Ashley akeyi na elanga na nsima ya sanza mibale mpe amoni ete 30 % ya pastèque ekembi mpo na kolokota mpe alokoti mpo ya komeme epai na ye. Na kozonga na ye, na nsima ya poso mibale, 3/4 ya pastèque oyo etikalaki ekembi, alokoti yango. Motuya boni ya pastèque oyo ekembi te mpo na kolokota na nsima ya poso mibale ?\n'}]",15
"Marc asombi masuwa ya mituka 12 mpo na kompani na ye. Motuka moko ekotekama na 20 000 $. Akofuta 10 % ya taxe ya mituka, mpe 1 000 $ ya kobakisa mpo na immatriculation ya motuka moko na moko. Motuya boni akobebisa na nyoso ?","276,000","[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMarc asombi masuwa ya mituka 12 mpo na kompani na ye. Motuka moko ekotekama na 20 000 $. Akofuta 10 % ya taxe ya mituka, mpe 1 000 $ ya kobakisa mpo na immatriculation ya motuka moko na moko. Motuya boni akobebisa na nyoso ?\n'}]",276000
"Kylie na Robert balingaka kokenda kolokota coquille  (ba lomposo) na libongo. Lundi, Kylie alokoti coquillage 5 ya koleka ya Robert mpo na ye, na kolokota 20. Mardi, Kylie alokoti mbala 2 ya koleka coquillage alokotaki lundi. Motuya boni ya coquillage Kylie alokotaki mardi ?",50,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKylie na Robert balingaka kokenda kolokota coquille  (ba lomposo) na libongo. Lundi, Kylie alokoti coquillage 5 ya koleka ya Robert mpo na ye, na kolokota 20. Mardi, Kylie alokoti mbala 2 ya koleka coquillage alokotaki lundi. Motuya boni ya coquillage Kylie alokotaki mardi ?\n'}]",40
"Dax akeyi kobuka pomme na elanga mpe akuti mbala mibale ya kolongola ba niama ya mike na nse ya ba fourmis ya elanga. Soki ezalaki na fourmis 50, sala calcul ya motango mobimba ya ba niama ya mike na elanga.",75,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nDax akeyi kobuka pomme na elanga mpe akuti mbala mibale ya kolongola ba niama ya mike na nse ya ba fourmis ya elanga. Soki ezalaki na fourmis 50, sala calcul ya motango mobimba ya ba niama ya mike na elanga.\n'}]",100
Ezali na pingouin 36 bazali kosukola na moi na neige. Moko ya misato kati na bango bazali komizindisa mpe kobeta mai na mbu. Moko ya misato mosusu bakokenda na kati ya mobenga mpo ya kolia limpati na bango. Motuya boni ya pingouin bazali kokoba kosukola mai na moi ?,12,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nEzali na pingouin 36 bazali kosukola na moi na neige. Moko ya misato kati na bango bazali komizindisa mpe kobeta mai na mbu. Moko ya misato mosusu bakokenda na kati ya mobenga mpo ya kolia limpati na bango. Motuya boni ya pingouin bazali kokoba kosukola mai na moi ?\n'}]",12
"Steve alingi sikoyo kolia tomate mingi mpe azwi mokano ya kolona ba tomate na ye moko. Akolia mbala mibale koleka moninga na ye mpo na 6 na mokolo. Nakoyeba ete nzete ekobota tomate 3 na poso, motuya boni ya nzete asengeli na yango ?",21,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSteve alingi sikoyo kolia tomate mingi mpe azwi mokano ya kolona ba tomate na ye moko. Akolia mbala mibale koleka moninga na ye mpo na 6 na mokolo. Nakoyeba ete nzete ekobota tomate 3 na poso, motuya boni ya nzete asengeli na yango ?\n'}]",18
"Jean abengi bamemela ye pizza mpo akobola na baninga na ye. Ezali na baninga 20 na nyoso, mpe Jean alingi kondima ete motu moko akozwa biteni 4. Soki pizza etekami ya kokatana na biteni 8, motuya boni ya pizza Jean asengeli kobenga ?",10,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJean abengi bamemela ye pizza mpo akobola na baninga na ye. Ezali na baninga 20 na nyoso, mpe Jean alingi kondima ete motu moko akozwa biteni 4. Soki pizza etekami ya kokatana na biteni 8, motuya boni ya pizza Jean asengeli kobenga ?\n'}]",11
"Ram asaleli motuya ya ekomeli. Akukoli ete akoki kobomba mbongo na kosangisa mai ma bokomi ya bikomeli mitano oyo ezali polele mpo ya kosala ekomeli moko ya kotonda. Soki asombi bikomeli 25 mpo ya kosala bikomeli ya sika na ntango mai ma bokomi esili, motuya ya bikomeli boni akozwa na nyoso ?",31,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRam asaleli motuya ya ekomeli. Akukoli ete akoki kobomba mbongo na kosangisa mai ma bokomi ya bikomeli mitano oyo ezali polele mpo ya kosala ekomeli moko ya kotonda. Soki asombi bikomeli 25 mpo ya kosala bikomeli ya sika na ntango mai ma bokomi esili, motuya ya bikomeli boni akozwa na nyoso ?\n'}]",125
"Johnny azwi mosolo na ye ya 20$, na yango abakisi 10 $. Na nsima atiyi na misala mosolo wana, eyikini mbala misato na mbala. Motuya boni ya mbongo azwaki na nsuka ya mbula moko ?",90,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJohnny azwi mosolo na ye ya 20$, na yango abakisi 10 $. Na nsima atiyi na misala mosolo wana, eyikini mbala misato na mbala. Motuya boni ya mbongo azwaki na nsuka ya mbula moko ?\n'}]",80
"Marie azali na mbula mibale na nse ya Jeanne, ye azali na mbula mitano koleka Jessa. Soki Jessa azali na mbula 20, motuya nini ya bobakisi ya ba mbula ya bilenge basi misato ?",68,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMarie azali na mbula mibale na nse ya Jeanne, ye azali na mbula mitano koleka Jessa. Soki Jessa azali na mbula 20, motuya nini ya bobakisi ya ba mbula ya bilenge basi misato ?\n'}]",78
"Ndako ya kelasi ezali na 1 000 bayekoli. Ndako oyo ezali na kokota 3 A, B na C, ekosalisa ndenge moko mpo ya kobima. Soki, nsima ya likita, 30 % ya bayekoli babimi na ndako na kobima ya A, 3/5 na bobimi ya B mpe baye batikali na bobimi ya C, sala calcul ya motuya ya bayekoli oyo basaleli bobimi ya C.",280,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNdako ya kelasi ezali na 1 000 bayekoli. Ndako oyo ezali na kokota 3 A, B na C, ekosalisa ndenge moko mpo ya kobima. Soki, nsima ya likita, 30 % ya bayekoli babimi na ndako na kobima ya A, 3/5 na bobimi ya B mpe baye batikali na bobimi ya C, sala calcul ya motuya ya bayekoli oyo basaleli bobimi ya C.\n'}]",50
"Jacques azali na bonbon 6 koleka Robert. Jean azali ya koleka mbala mibale ya Robert. Soki Jean azali na bonbon 54, motuya boni azali na bonbon koleka Jacques?",21,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJacques azali na bonbon 6 koleka Robert. Jean azali ya koleka mbala mibale ya Robert. Soki Jean azali na bonbon 54, motuya boni azali na bonbon koleka Jacques?\n'}]",36
"Dolly azali na buku mibale. Pandore azali kaka na moko. Soki Dolly na Pandore bakotanga ba buku moko nsima na mosusu na mpe ya bango, motuya boni ya buku bakotanga kino na nsuka ?",6,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nDolly azali na buku mibale. Pandore azali kaka na moko. Soki Dolly na Pandore bakotanga ba buku moko nsima na mosusu na mpe ya bango, motuya boni ya buku bakotanga kino na nsuka ?\n'}]",3
"Mike azalaki correspondant ya bato 5 mpe na nsima atiki kozala correspondant ya bato mibale. Ba misusu bakotinda mpo na moto moko mikanda 2 ya nkasa 5 na poso nyoso. Akoyanola bango na lolenge moko. Soki akoki kokoma lonkasa moko na minute 6, ngonga boni akolekisa na kokoma na poso?",3,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMike azalaki correspondant ya bato 5 mpe na nsima atiki kozala correspondant ya bato mibale. Ba misusu bakotinda mpo na moto moko mikanda 2 ya nkasa 5 na poso nyoso. Akoyanola bango na lolenge moko. Soki akoki kokoma lonkasa moko na minute 6, ngonga boni akolekisa na kokoma na poso?\n'}]",180
"Jason azali na forfait ya telefone ya 1 000 minute na sanza. Mikolo nyoso, akosolola na mokonzi na ye mpo na 15 minute mpe na sanza oyo, asali minute 300 ya kobenga ya kobakisa na bato misusu. Motuya boni ya minute etikali na Jason soki sanza oyo ezali na mikolo 30 ?",250,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJason azali na forfait ya telefone ya 1 000 minute na sanza. Mikolo nyoso, akosolola na mokonzi na ye mpo na 15 minute mpe na sanza oyo, asali minute 300 ya kobenga ya kobakisa na bato misusu. Motuya boni ya minute etikali na Jason soki sanza oyo ezali na mikolo 30 ?\n'}]",685
"Griffin azalaki na 24 frite kasi Kyle azwi 5. Billy azwi mbala mibale koleka Kyle. Ginger apesi na Griffin ndambo ya frite na ye, na nsima Colby azwi epai ya Griffin frite 3 na nse ya motuya ya frite oyo Kyle azwaki. Soki, na nsuka, Griffin azali na 27 frite, motuya boni ya frite Ginger apesi na Griffin ?",20,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nGriffin azalaki na 24 frite kasi Kyle azwi 5. Billy azwi mbala mibale koleka Kyle. Ginger apesi na Griffin ndambo ya frite na ye, na nsima Colby azwi epai ya Griffin frite 3 na nse ya motuya ya frite oyo Kyle azwaki. Soki, na nsuka, Griffin azali na 27 frite, motuya boni ya frite Ginger apesi na Griffin ?\n'}]",8
"Ezali na mbembe 4 na aquarium moko mpe 32 na mosusu. Bokeseni kati na mbembe na ba aquarium mibale ezali ndenge moko na mbala mibale ya bobakisi ya mbisi na ba aquarium mibale. Soki ba aquarium mibale ezali na motuya moko ya mbisi, motuya boni ya mbisi ezali na aquarium moko na moko?",7,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nEzali na mbembe 4 na aquarium moko mpe 32 na mosusu. Bokeseni kati na mbembe na ba aquarium mibale ezali ndenge moko na mbala mibale ya bobakisi ya mbisi na ba aquarium mibale. Soki ba aquarium mibale ezali na motuya moko ya mbisi, motuya boni ya mbisi ezali na aquarium moko na moko?\n'}]",8
"Moto ya mokembisi elongi ya Jeanne afutisi ye 250 $ na ngonga. Azali na bosenga ya biloko ya kokembisa elongi ya ntalo makasi mpo na film oyo azali kosala mpe yango ezali kozwa ye ngonga 6 na mokolo. Asengeli kosala mbala 4 na poso. Film ewumeli poso 5. Na ntango film esili, mokembisi elongi akitiseli Jeanne ntalo ya 10% mpo na ntina ya mosala monene esalemi. Mbongo boni Jeanne afuti ?",27000,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMoto ya mokembisi elongi ya Jeanne afutisi ye 250 $ na ngonga. Azali na bosenga ya biloko ya kokembisa elongi ya ntalo makasi mpo na film oyo azali kosala mpe yango ezali kozwa ye ngonga 6 na mokolo. Asengeli kosala mbala 4 na poso. Film ewumeli poso 5. Na ntango film esili, mokembisi elongi akitiseli Jeanne ntalo ya 10% mpo na ntina ya mosala monene esalemi. Mbongo boni Jeanne afuti ?\n'}]",6000
"Isabelle asombi bilili PONA feti ya mbotama ya leki na ye ya muasi. Asaleli 12$ PONA ba ingrédients ya cake, 43$ PONA cadeau ya  mbotama, 15$ PONA decoration, 4$ PONA ba invitation PE 22$ PONA sakoshi ya goodies Oyo ba bongiseli ba ba ye babengami. Akabolaki talo ya bolingo Na biteni mosato , ba boti Na Bango mibale PE ye. Moko Moko afuti mosolo boni?",32,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIsabelle asombi bilili PONA feti ya mbotama ya leki na ye ya muasi. Asaleli 12$ PONA ba ingrédients ya cake, 43$ PONA cadeau ya  mbotama, 15$ PONA decoration, 4$ PONA ba invitation PE 22$ PONA sakoshi ya goodies Oyo ba bongiseli ba ba ye babengami. Akabolaki talo ya bolingo Na biteni mosato , ba boti Na Bango mibale PE ye. Moko Moko afuti mosolo boni?\n'}]",32
"Mokonzi asombaki sac 4 ya ba matungulu mpo na 50 livre na moko. Soki livre ya litungulu moko ezali na motuya ya 1,50 $, motuya boni asaleli?",300,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMokonzi asombaki sac 4 ya ba matungulu mpo na 50 livre na moko. Soki livre ya litungulu moko ezali na motuya ya 1,50 $, motuya boni asaleli?\n'}]",300
"Mokolo ya yambo, Sue aliaki ba biscuit mbala mitano kolaka Ndeko na ye ya muasi.
Mokolo ya mibale aliaki ya go mbala mibale kokeka Ndeko na ye. Ndeko na ye aliaki ba biscuit mineyi na mokolon ya yambo PE aliaki yango zomi na misato mokolo elandaki. Soki biscuit Moko eza la Na 200 calories, ba calories boni Yako leka Ndeko na ye ya muasi sue aliaki?","5,600","[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMokolo ya yambo, Sue aliaki ba biscuit mbala mitano kolaka Ndeko na ye ya muasi.\nMokolo ya mibale aliaki ya go mbala mibale kokeka Ndeko na ye. Ndeko na ye aliaki ba biscuit mineyi na mokolon ya yambo PE aliaki yango zomi na misato mokolo elandaki. Soki biscuit Moko eza la Na 200 calories, ba calories boni Yako leka Ndeko na ye ya muasi sue aliaki?\n'}]",4300
